,Chuquisaca,La Paz,Cochabamba,Oruro,Potosí,Tarija,Santa Cruz,Beni,Pando
2020-03-10,0,0,0,1,0,0,1,0,0
2020-03-11,0,0,0,1,0,0,2,0,0
2020-03-12,0,0,0,1,0,0,2,0,0
2020-03-13,0,0,1,7,0,0,2,0,0
2020-03-14,0,0,1,7,0,0,2,0,0
2020-03-15,0,0,1,7,0,0,3,0,0
2020-03-16,0,0,1,7,0,0,3,0,0
2020-03-17,0,0,1,7,0,0,4,0,0
2020-03-18,0,0,1,7,0,0,4,0,0
2020-03-19,0,1,2,8,0,0,5,0,0
2020-03-20,0,1,2,8,0,0,8,0,0
2020-03-21,0,1,2,8,0,0,9,0,0
2020-03-22,0,1,3,8,0,0,15,0,0
2020-03-23,0,1,3,8,0,0,16,0,0
2020-03-24,0,2,3,8,0,0,19,0,0
2020-03-25,0,4,3,8,0,0,24,0,0
2020-03-26,0,8,10,8,1,0,34,0,0
2020-03-27,1,8,14,8,1,0,42,0,0
2020-03-28,1,10,14,8,3,0,44,0,1
2020-03-29,1,13,18,8,3,0,52,0,1
2020-03-30,1,14,20,8,3,1,59,0,1
2020-03-31,1,16,20,8,4,1,64,0,1
2020-04-01,1,16,21,8,4,1,68,0,4
2020-04-02,1,19,22,8,5,1,70,0,6
2020-04-03,1,20,24,8,5,1,74,0,6
2020-04-04,1,23,24,8,5,1,89,0,6
2020-04-05,1,32,33,8,5,1,97,0,6
2020-04-06,1,37,33,8,8,1,100,0,6
2020-04-07,1,39,38,8,10,1,103,0,10
2020-04-08,1,57,47,8,13,1,127,0,10
2020-04-09,1,57,48,8,13,1,130,0,10
2020-04-10,1,59,48,9,13,1,134,0,10
2020-04-11,1,65,49,11,15,1,147,0,11
2020-04-12,1,73,52,13,15,2,163,0,11
2020-04-13,1,80,54,14,15,2,177,0,11
2020-04-14,1,91,57,30,15,2,190,0,11
2020-04-15,1,101,59,37,15,2,215,0,11
2020-04-16,1,120,59,38,16,2,218,0,11
2020-04-17,1,120,60,42,18,3,237,0,12
2020-04-18,1,126,60,45,18,3,255,0,12
2020-04-19,1,133,61,45,19,3,290,0,12
2020-04-20,1,134,61,49,19,3,317,2,12
2020-04-21,1,137,62,49,19,3,324,2,12
2020-04-22,1,140,63,59,21,3,371,2,12
2020-04-23,2,150,66,62,21,3,385,2,12
2020-04-24,2,155,70,65,21,3,446,33,12
2020-04-25,2,159,71,65,26,3,489,39,12
2020-04-26,2,168,78,79,26,3,525,57,12
2020-04-27,3,185,78,92,26,3,553,62,12
2020-04-28,3,188,79,92,26,3,587,63,12
2020-04-29,3,202,80,102,26,3,615,67,12
2020-04-30,3,218,80,102,26,3,656,67,12
2020-05-01,4,221,80,107,26,3,693,83,12
2020-05-02,4,236,81,111,26,3,806,191,12
2020-05-03,4,241,81,111,26,3,904,212,12
2020-05-04,5,243,82,111,33,4,979,212,12
2020-05-05,6,253,82,113,35,6,1083,212,12
2020-05-06,6,260,82,113,35,6,1160,212,12
2020-05-07,11,271,82,115,35,6,1318,231,12
2020-05-08,11,294,90,116,35,9,1387,312,12
2020-05-09,14,301,95,121,35,10,1537,312,12
2020-05-10,15,309,104,124,35,10,1633,314,12
2020-05-11,15,313,109,124,36,10,1823,389,12
2020-05-12,15,316,130,128,36,13,1925,389,12
2020-05-13,15,319,148,128,36,13,2041,436,12
2020-05-14,15,322,170,132,36,13,2163,509,12
2020-05-15,15,328,196,132,36,13,2297,548,12
2020-05-16,17,333,214,133,37,13,2518,551,12
2020-05-17,17,335,224,135,38,13,2763,551,12
2020-05-18,17,342,228,137,39,13,2894,581,12
2020-05-19,17,355,246,138,39,13,2982,679,12
2020-05-20,19,363,259,138,40,14,3241,833,12
2020-05-21,19,375,266,141,41,17,3414,902,12
2020-05-22,19,381,285,143,41,18,3665,1015,12
2020-05-23,21,386,295,145,41,18,3900,1097,12
2020-05-24,21,394,329,150,42,18,4199,1097,13
2020-05-25,22,403,339,151,44,19,4527,1142,13
2020-05-26,22,410,345,153,44,19,4888,1242,13
2020-05-27,25,415,376,155,44,19,5366,1355,13
2020-05-28,25,423,419,159,46,22,5774,1506,13
2020-05-29,25,444,488,166,48,24,5946,1576,14
2020-05-30,25,478,556,190,48,32,6542,1707,14
2020-05-31,26,507,611,204,68,32,6711,1809,14
2020-06-01,28,555,714,210,70,37,7018,1885,14
2020-06-02,29,614,786,218,93,37,7235,1965,14
2020-06-03,31,635,851,222,98,40,7637,2101,23
2020-06-04,32,661,898,238,119,44,7952,2278,23
2020-06-05,38,692,960,247,147,49,8144,2428,23
2020-06-06,39,737,1022,256,171,58,8556,2472,47
2020-06-07,39,754,1097,260,183,58,8676,2511,65
2020-06-08,43,776,1162,274,188,65,8811,2565,65
2020-06-09,43,804,1231,288,200,68,9224,2692,94
2020-06-10,61,842,1297,305,205,69,9594,2778,130
2020-06-11,74,932,1369,334,268,77,10127,2809,175
2020-06-12,85,983,1441,358,274,87,10536,2927,238
2020-06-13,100,1064,1537,369,295,112,11154,2944,267
2020-06-14,102,1149,1723,378,331,112,11424,2954,286
2020-06-15,117,1213,1878,389,343,123,11741,2962,307
2020-06-16,129,1254,1915,400,361,149,12366,2994,315
2020-06-17,134,1298,2041,420,378,175,12725,3128,386
2020-06-18,185,1386,2179,443,392,191,12988,3326,409
2020-06-19,196,1469,2302,459,407,206,13539,3473,425
2020-06-20,253,1545,2360,469,424,239,14165,3581,476
2020-06-21,301,1780,2551,488,428,246,14499,3613,482
2020-06-22,301,1918,2612,599,546,275,15067,3679,496
2020-06-23,382,1966,2775,675,560,299,15442,3785,505
2020-06-24,422,2161,2920,699,576,331,15984,3887,507
2020-06-25,470,2373,2970,721,588,393,16555,3920,513
2020-06-26,524,2580,3233,792,589,432,16777,3934,562
2020-06-27,578,2774,3416,794,603,514,17455,3975,567
2020-06-28,637,2882,3468,878,641,537,17873,4041,567
2020-06-29,644,2967,3501,899,664,596,18211,4075,568
2020-06-30,707,3029,3640,949,674,652,18881,4119,568
2020-07-01,766,3241,3744,1012,689,709,19257,4173,636
2020-07-02,811,3397,3836,1093,720,764,19991,4203,713
2020-07-03,852,3634,4089,1145,728,830,20558,4265,717
2020-07-04,917,3872,4146,1189,758,916,21190,4275,808
2020-07-05,967,4205,4199,1233,761,971,21752,4275,934
2020-07-06,1000,4685,4429,1283,782,1039,21953,4332,1006
2020-07-07,1068,4876,4492,1380,801,1069,22398,4435,1026
2020-07-08,1099,5151,4635,1491,831,1214,22926,4611,1026
2020-07-09,1162,5376,4769,1546,844,1284,23411,4695,1026
2020-07-10,1165,5704,4915,1635,847,1454,24025,4794,1026
2020-07-11,1298,6366,5014,1701,858,1501,24625,4811,1026
2020-07-12,1332,6703,5188,1786,895,1501,24900,4837,1045
2020-07-13,1332,7124,5315,1861,919,1533,25260,4861,1045
2020-07-14,1374,7402,5468,1921,969,1660,26124,4904,1045
2020-07-15,1422,7662,5744,1974,1000,1743,26671,4957,1045
2020-07-16,1490,7976,5926,2016,1060,1873,27744,5026,1045
2020-07-17,1536,8209,6045,2112,1086,2028,28989,5040,1057
2020-07-18,1588,8922,6277,2177,1097,2347,29484,5068,1178
2020-07-19,1605,9655,6406,2211,1172,2483,29754,5092,1204
2020-07-20,1637,10190,6526,2244,1188,2561,30309,5124,1212
2020-07-21,1662,10621,6694,2346,1188,2583,30887,5163,1213
2020-07-22,1698,11409,6887,2431,1249,2588,31400,5173,1300
2020-07-23,1736,11943,7047,2506,1266,2594,31656,5193,1311
2020-07-24,1807,12273,7305,2557,1385,2645,31846,5276,1362
2020-07-25,1826,13371,7420,2657,1390,2825,32138,5289,1365
2020-07-26,1834,13780,7544,2756,1436,3050,32372,5290,1367
2020-07-27,1894,14403,8104,2822,1443,3194,32653,5295,1373
2020-07-28,1921,14618,8310,2859,1458,3387,33084,5315,1375
2020-07-29,1944,14982,8410,2913,1464,3548,33550,5325,1398
2020-07-30,1962,15595,8582,3073,1470,3779,33990,5376,1407
2020-07-31,2051,15951,9030,3073,1486,3929,34409,5441,1419
2020-08-01,2094,16425,9418,3573,1520,4045,34738,5552,1428
2020-08-02,2141,16823,9626,3693,1576,4275,34972,5619,1428
2020-08-03,2199,17699,9815,3741,1627,4400,35296,5638,1431
2020-08-04,2261,18115,10031,3890,1670,4507,35759,5669,1459
2020-08-05,2337,19024,10213,3960,1747,4587,36081,5697,1495
2020-08-06,2436,19575,10309,4027,1760,4611,36459,5729,1517
2020-08-07,2562,20481,10392,4039,1792,4628,36688,5760,1549
2020-08-08,2661,21105,10435,4117,1820,4629,36924,5777,1587
2020-08-09,2712,21606,10586,4138,1860,4629,37057,5789,1622
2020-08-10,2837,22322,10722,4150,1941,4779,37392,5836,1656
2020-08-11,2978,22908,10845,4193,2232,4942,37599,5921,1710
2020-08-12,3127,23721,10990,4214,2352,5140,37831,5930,1766
2020-08-13,3296,24145,11074,4227,2608,5335,38016,5954,1804
2020-08-14,3477,24602,11259,4237,2843,5539,38187,5954,1852
2020-08-15,3623,25122,11346,4255,3037,5595,38301,5957,1910
2020-08-16,3808,25776,11359,4269,3153,5647,38416,5957,1959
2020-08-17,3985,26052,11411,4283,3291,5751,38511,5971,1968
2020-08-18,4147,26295,11491,4299,4152,6012,38580,6022,2021
2020-08-19,4254,27100,11563,4367,4420,6317,38862,6093,2074
2020-08-20,4343,27306,11621,4496,4538,6507,38969,6156,2129
2020-08-21,4421,27771,11689,4575,4636,6784,39113,6238,2208
2020-08-22,4536,27985,11791,4636,4736,6905,39286,6322,2230
2020-08-23,4638,28328,11844,4689,4771,6939,39373,6335,2232
2020-08-24,4705,28935,11956,4718,4832,6982,39437,6342,2241
2020-08-25,4786,29149,12017,4736,4944,7066,39616,6422,2263
2020-08-26,4851,29498,12068,4766,5138,7163,39878,6449,2283
2020-08-27,4923,29851,12161,4818,5252,7311,40014,6502,2297
2020-08-28,5024,30349,12204,4856,5417,7510,40176,6565,2308
2020-08-29,5097,30678,12290,4907,5472,7741,40270,6584,2315
2020-08-30,5133,30898,12297,4951,5472,8015,40293,6592,2317
2020-08-31,5220,30999,12370,4960,5539,8135,40445,6610,2320
2020-09-01,5295,31039,12432,4968,5655,8269,40638,6639,2332
2020-09-02,5360,31124,12516,4984,5760,8386,40792,6671,2335
2020-09-03,5433,31232,12559,5086,5861,8632,40885,6753,2340
2020-09-04,5496,31446,12589,5129,6039,8756,41007,6771,2347
2020-09-05,5546,31725,12615,5148,6107,8880,41085,6785,2350
2020-09-06,5606,31889,12624,5176,6215,9002,41112,6792,2353
2020-09-07,5627,32161,12629,5185,6389,9240,41197,6821,2355
2020-09-08,5705,32268,12671,5199,6561,9387,41314,6846,2357
2020-09-09,5840,32565,12721,5298,6744,9516,41430,6873,2358
2020-09-10,5911,32797,12766,5349,6933,9623,41555,6913,2358
2020-09-11,6019,32950,12889,5359,7166,9845,41653,6933,2358
2020-09-12,6127,33082,13065,5380,7255,10087,41691,6937,2358
2020-09-13,6204,33296,13142,5413,7294,10371,41759,6954,2358
2020-09-14,6268,33619,13192,5442,7387,10566,41819,6968,2358
2020-09-15,6339,33731,13261,5451,7469,10785,41923,6969,2358
2020-09-16,6418,33804,13294,5476,7519,11027,41991,6983,2360
2020-09-17,6518,33842,13328,5493,7540,11267,42064,7007,2360
2020-09-18,6605,33875,13378,5515,7653,11547,42100,7017,2361
2020-09-19,6639,33969,13392,5527,7666,11741,42153,7022,2361
2020-09-20,6680,34003,13394,5549,7682,11806,42178,7023,2361
2020-09-21,6696,34030,13422,5555,7736,11934,42226,7026,2361
2020-09-22,6769,34067,13429,5565,7790,12146,42276,7049,2362
2020-09-23,6817,34091,13451,5606,7925,12313,42336,7089,2362
2020-09-24,6879,34136,13488,5650,7988,12631,42374,7109,2363
2020-09-25,6940,34181,13507,5679,8055,12865,42508,7124,2363
2020-09-26,6986,34233,13529,5679,8137,12992,42544,7129,2363
2020-09-27,7032,34262,13533,5697,8148,13148,42588,7129,2364
2020-09-28,7055,34279,13563,5711,8188,13308,42625,7129,2365
2020-09-29,7069,34282,13594,5719,8228,13570,42684,7129,2366
2020-09-30,7100,34311,13611,5731,8298,14036,42721,7136,2367
2020-10-01,7128,34351,13626,5744,8322,14263,42746,7168,2368
2020-10-02,7153,34391,13644,5762,8389,14481,42847,7184,2368
2020-10-03,7187,34419,13647,5772,8464,14634,42884,7194,2368
2020-10-04,7211,34433,13659,5785,8519,14772,42927,7194,2368
2020-10-05,7229,34449,13673,5787,8544,14907,42953,7197,2368
2020-10-06,7243,34449,13706,5798,8600,15084,43022,7197,2369
2020-10-07,7257,34498,13728,5811,8641,15130,43075,7197,2369
2020-10-08,7316,34520,13735,5821,8676,15208,43122,7202,2369
2020-10-09,7339,34567,13750,5844,8715,15235,43192,7215,2369
2020-10-10,7354,34597,13754,5857,8745,15329,43225,7233,2369
2020-10-11,7362,34605,13754,5869,8760,15379,43236,7240,2369
2020-10-12,7382,34607,13765,5877,8779,15411,43263,7242,2369
2020-10-13,7414,34626,13784,5888,8820,15469,43306,7246,2369
2020-10-14,7433,34638,13787,5896,8854,15518,43398,7246,2371
2020-10-15,7444,34674,13810,5899,8869,15563,43441,7248,2371
2020-10-16,7476,34701,13827,5904,8892,15639,43487,7265,2371
2020-10-17,7519,34712,13833,5913,8905,15689,43501,7267,2371
2020-10-18,7539,34721,13833,5921,8908,15689,43522,7267,2371
2020-10-19,7545,34727,13857,5923,8928,15713,43558,7268,2371
2020-10-20,7564,34736,13872,5927,8947,15748,43594,7276,2373
2020-10-21,7581,34766,13895,5933,8958,15787,43655,7280,2373
2020-10-22,7601,34777,13908,5946,8977,15860,43719,7284,2373
2020-10-23,7631,34796,13910,5955,9002,15897,43763,7285,2373
2020-10-24,7662,34825,13914,5960,9023,15947,43787,7288,2373
2020-10-25,7693,34838,13914,5965,9025,15966,43790,7288,2374
2020-10-26,7708,34840,13926,5966,9045,15984,43821,7288,2374
2020-10-27,7723,34869,13932,5970,9066,16033,43869,7288,2374
2020-10-28,7757,34898,13945,5978,9076,16084,43920,7289,2374
2020-10-29,7778,34916,13966,5994,9086,16122,43958,7289,2375
2020-10-30,7794,34962,13977,6002,9092,16159,43980,7289,2376
2020-10-31,7809,34977,13977,6011,9105,16219,43994,7289,2376
2020-11-01,7823,34995,13977,6018,9105,16232,44018,7289,2376
2020-11-02,7832,34995,13987,6018,9112,16232,44026,7289,2376
2020-11-03,7837,35000,13988,6018,9124,16248,44049,7295,2377
2020-11-04,7849,35010,13999,6024,9134,16273,44095,7300,2378
2020-11-05,7855,35048,14011,6028,9142,16299,44135,7305,2378
2020-11-06,7869,35061,14014,6039,9157,16326,44185,7311,2381
2020-11-07,7873,35075,14021,6041,9163,16362,44197,7311,2384
2020-11-08,7882,35086,14023,6057,9167,16362,44203,7311,2384
2020-11-09,7884,35088,14027,6061,9174,16385,44244,7314,2384
2020-11-10,7892,35109,14033,6063,9178,16416,44275,7314,2384
2020-11-11,7896,35115,14042,6069,9198,16442,44312,7317,2385
2020-11-12,7898,35123,14062,6083,9220,16454,44347,7317,2385
2020-11-13,7907,35182,14080,6084,9242,16469,44398,7318,2389
2020-11-14,7922,35218,14083,6088,9259,16491,44410,7318,2392
2020-11-15,7930,35237,14087,6096,9259,16491,44436,7318,2392
2020-11-16,7933,35271,14109,6100,9272,16498,44478,7318,2392
2020-11-17,7939,35286,14115,6102,9274,16517,44523,7324,2393
2020-11-18,7942,35307,14117,6105,9296,16528,44551,7330,2393
2020-11-19,7952,35369,14127,6111,9339,16545,44588,7331,2394
2020-11-20,7960,35383,14136,6121,9342,16557,44630,7331,2394
2020-11-21,7970,35389,14144,6123,9347,16574,44650,7331,2394
2020-11-22,7973,35413,14145,6134,9360,16574,44654,7331,2394
2020-11-23,7977,35414,14155,6134,9361,16584,44684,7331,2394
2020-11-24,7982,35421,14169,6137,9376,16596,44739,7332,2395
2020-11-25,7991,35447,14217,6146,9413,16614,44823,7339,2400
2020-11-26,7991,35447,14217,6146,9413,16614,44823,7339,2400
2020-11-27,8004,35466,14233,6154,9425,16617,44854,7340,2401
2020-11-28,8021,35489,14238,6155,9426,16651,44870,7340,2402
2020-11-29,8024,35494,14238,6165,9430,16651,44878,7340,2402
2020-11-30,8030,35497,14253,6168,9435,16657,44923,7342,2403
2020-12-01,8032,35504,14266,6174,9437,16666,44985,7342,2404
2020-12-02,8040,35519,14280,6184,9470,16676,45076,7344,2405
2020-12-03,8047,35564,14293,6198,9482,16688,45164,7345,2405
2020-12-04,8054,35594,14307,6213,9493,16694,45215,7348,2407
2020-12-05,8059,35626,14311,6223,9521,16712,45277,7350,2413
2020-12-06,8067,35646,14315,6233,9527,16712,45297,7350,2413
2020-12-07,8070,35649,14331,6235,9541,16716,45352,7350,2413
2020-12-08,8084,35670,14345,6241,9568,16725,45448,7352,2413
2020-12-09,8091,35685,14360,6250,9585,16731,45589,7353,2416
2020-12-10,8103,35772,14381,6257,9602,16745,45750,7354,2421
2020-12-11,8119,35838,14398,6261,9606,16757,45936,7354,2428
2020-12-12,8125,35875,14414,6273,9632,16767,46154,7356,2434
2020-12-13,8133,35923,14415,6278,9641,16769,46200,7356,2435
2020-12-14,8138,35934,14424,6280,9648,16771,46356,7358,2436
2020-12-15,8148,35998,14434,6291,9652,16789,46606,7360,2438
2020-12-16,8158,36131,14455,6302,9678,16807,46876,7364,2443
2020-12-17,8171,36263,14465,6318,9690,16819,47116,7368,2455
2020-12-18,8187,36365,14494,6343,9705,16834,47390,7371,2460
2020-12-19,8220,36482,14515,6361,9723,16857,47770,7373,2469
2020-12-20,8276,36605,14521,6385,9723,16857,47803,7373,2480
2020-12-21,8283,36651,14579,6391,9728,16869,48030,7373,2481
2020-12-22,8304,36774,14638,6404,9737,16891,48438,7383,2490
2020-12-23,8347,37099,14699,6434,9748,16921,48914,7401,2501
2020-12-24,8417,37433,14765,6456,9768,16973,49388,7409,2512
2020-12-25,8500,37604,14778,6470,9801,16973,49524,7409,2531
2020-12-26,8518,37801,14865,6476,9821,16998,49927,7409,2534
2020-12-27,8540,38014,14900,6485,9821,16999,50133,7409,2542
2020-12-28,8574,38114,14962,6491,9828,17011,50616,7454,2544
2020-12-29,8632,38393,15141,6508,9851,17060,51267,7472,2563
2020-12-30,8738,38732,15263,6565,9878,17100,51936,7567,2593
2020-12-31,8902,39085,15462,6601,9922,17136,52811,7595,2610
2021-01-01,8975,39481,15510,6661,9934,17175,52994,7611,2644
2021-01-02,9049,39867,15602,6672,9935,17238,53420,7611,2661
2021-01-03,9093,39978,15697,6686,9946,17238,53727,7611,2685
2021-01-04,9191,40088,15865,6698,9981,17271,54222,7660,2695
2021-01-05,9251,40380,16067,6722,10014,17306,55093,7723,2712
2021-01-06,9390,40667,16299,6799,10080,17368,55782,7835,2761
2021-01-07,9492,41297,16505,6838,10128,17477,56420,7916,2818
2021-01-08,9656,41965,16827,6896,10147,17520,57203,8050,2890
2021-01-09,9799,42399,16979,6972,10191,17620,57812,8119,2907
2021-01-10,9882,42842,17087,7037,10219,17620,58139,8145,2925
2021-01-11,10011,43113,17306,7062,10275,17643,58690,8231,2957
2021-01-12,10099,43357,17479,7194,10304,17712,59278,8348,2990
2021-01-13,10253,43915,17664,7250,10344,17772,60118,8468,3034
2021-01-14,10418,44444,17851,7357,10470,17852,60934,8632,3058
2021-01-15,10547,45042,18142,7424,10563,17889,61979,8896,3107
2021-01-16,10690,45584,18292,7522,10637,17983,62868,8958,3146
2021-01-17,10842,46119,18375,7622,10754,17999,63293,9006,3173
2021-01-18,10981,46387,18536,7671,10789,18072,63967,9100,3230
2021-01-19,11115,46709,18863,7752,10828,18177,65078,9282,3286
2021-01-20,11232,47222,19088,7938,11024,18241,66236,9441,3323
2021-01-21,11383,47848,19319,8017,11136,18305,67433,9599,3353
2021-01-22,11547,48132,19458,8178,11255,18470,68129,9724,3364
2021-01-23,11697,48729,19623,8289,11325,18509,68673,9768,3376
2021-01-24,11811,49069,19677,8346,11374,18518,69057,9799,3386
2021-01-25,12033,49293,19894,8439,11464,18552,69927,9808,3408
2021-01-26,12276,49848,20090,8610,11510,18672,70874,9901,3427
2021-01-27,12501,50450,20375,8739,11554,18767,72087,10157,3444
2021-01-28,12658,51049,20643,8916,11639,18860,73226,10270,3465
2021-01-29,12894,51746,20892,9073,11746,18973,74204,10382,3482
2021-01-30,13018,52357,21036,9225,11820,19027,74994,10434,3486
2021-01-31,13167,52939,21121,9387,11895,19035,75332,10461,3498
2021-02-01,13235,53369,21274,9428,11944,19095,75949,10489,3516
2021-02-02,13315,53988,21454,9535,12046,19205,76800,10550,3533
2021-02-03,13422,54549,21662,9654,12172,19279,77538,10598,3573
2021-02-04,13568,54879,21882,9776,12338,19331,78175,10675,3610
2021-02-05,13681,55244,22022,9943,12445,19404,78791,10735,3645
2021-02-06,13750,55566,22150,10067,12505,19444,79205,10763,3678
2021-02-07,13854,55916,22154,10172,12613,19448,79322,10777,3711
2021-02-08,13946,56202,22289,10217,12684,19546,79799,10783,3721
2021-02-09,14037,56493,22440,10298,12772,19651,80484,10821,3735
2021-02-10,14131,56903,22631,10416,12897,19751,81149,10864,3760
