,Chuquisaca,La Paz,Cochabamba,Oruro,Potosí,Tarija,Santa Cruz,Beni,Pando
2020-03-10,0,0,0,0,0,0,0,0,0
2020-03-11,0,0,0,0,0,0,1,0,0
2020-03-12,0,0,0,0,0,0,0,0,0
2020-03-13,0,0,1,6,0,0,0,0,0
2020-03-14,0,0,0,0,0,0,0,0,0
2020-03-15,0,0,0,0,0,0,1,0,0
2020-03-16,0,0,0,0,0,0,0,0,0
2020-03-17,0,0,0,0,0,0,1,0,0
2020-03-18,0,0,0,0,0,0,0,0,0
2020-03-19,0,1,1,1,0,0,1,0,0
2020-03-20,0,0,0,0,0,0,3,0,0
2020-03-21,0,0,0,0,0,0,1,0,0
2020-03-22,0,0,1,0,0,0,6,0,0
2020-03-23,0,0,0,0,0,0,1,0,0
2020-03-24,0,1,0,0,0,0,3,0,0
2020-03-25,0,2,0,0,0,0,5,0,0
2020-03-26,0,4,7,0,1,0,10,0,0
2020-03-27,1,0,4,0,0,0,8,0,0
2020-03-28,0,2,0,0,2,0,2,0,1
2020-03-29,0,3,4,0,0,0,8,0,0
2020-03-30,0,1,2,0,0,1,7,0,0
2020-03-31,0,2,0,0,1,0,5,0,0
2020-04-01,0,0,1,0,0,0,4,0,3
2020-04-02,0,3,1,0,1,0,2,0,2
2020-04-03,0,1,2,0,0,0,4,0,0
2020-04-04,0,3,0,0,0,0,15,0,0
2020-04-05,0,9,9,0,0,0,8,0,0
2020-04-06,0,5,0,0,3,0,3,0,0
2020-04-07,0,2,5,0,2,0,3,0,4
2020-04-08,0,18,9,0,3,0,24,0,0
2020-04-09,0,0,1,0,0,0,3,0,0
2020-04-10,0,2,0,1,0,0,4,0,0
2020-04-11,0,6,1,2,2,0,13,0,1
2020-04-12,0,8,3,2,0,1,16,0,0
2020-04-13,0,7,2,1,0,0,14,0,0
2020-04-14,0,11,3,16,0,0,13,0,0
2020-04-15,0,10,2,7,0,0,25,0,0
2020-04-16,0,19,0,1,1,0,3,0,0
2020-04-17,0,0,1,4,2,1,19,0,1
2020-04-18,0,6,0,3,0,0,18,0,0
2020-04-19,0,7,1,0,1,0,35,0,0
2020-04-20,0,1,0,4,0,0,27,2,0
2020-04-21,0,3,1,0,0,0,7,0,0
2020-04-22,0,3,1,10,2,0,47,0,0
2020-04-23,1,10,3,3,0,0,14,0,0
2020-04-24,0,5,4,3,0,0,61,31,0
2020-04-25,0,4,1,0,5,0,43,6,0
2020-04-26,0,9,7,14,0,0,36,18,0
2020-04-27,1,17,0,13,0,0,28,5,0
2020-04-28,0,3,1,0,0,0,34,1,0
2020-04-29,0,14,1,10,0,0,28,4,0
2020-04-30,0,16,0,0,0,0,41,0,0
2020-05-01,1,3,0,5,0,0,37,16,0
2020-05-02,0,15,1,4,0,0,113,108,0
2020-05-03,0,5,0,0,0,0,98,21,0
2020-05-04,1,2,1,0,7,1,75,0,0
2020-05-05,1,10,0,2,2,2,104,0,0
2020-05-06,0,7,0,0,0,0,77,0,0
2020-05-07,5,11,0,2,0,0,158,19,0
2020-05-08,0,23,8,1,0,3,69,81,0
2020-05-09,3,7,5,5,0,1,150,0,0
2020-05-10,1,8,9,3,0,0,96,2,0
2020-05-11,0,4,5,0,1,0,190,75,0
2020-05-12,0,3,21,4,0,3,102,0,0
2020-05-13,0,3,18,0,0,0,116,47,0
2020-05-14,0,3,22,4,0,0,122,73,0
2020-05-15,0,6,26,0,0,0,134,39,0
2020-05-16,1,5,18,1,0,0,221,3,0
2020-05-17,1,2,10,2,2,0,245,0,0
2020-05-18,0,7,4,2,1,0,131,30,0
2020-05-19,0,13,18,1,0,0,88,98,0
2020-05-20,2,8,13,0,1,1,259,154,0
2020-05-21,0,12,7,3,1,3,173,69,0
2020-05-22,0,6,19,2,0,1,251,113,0
2020-05-23,2,5,10,2,0,0,235,82,0
2020-05-24,0,8,34,5,1,0,299,0,1
2020-05-25,1,9,10,1,2,1,328,45,0
2020-05-26,0,7,6,2,0,0,361,100,0
2020-05-27,3,5,31,2,0,0,478,113,0
2020-05-28,0,8,43,4,2,3,408,151,0
2020-05-29,0,21,69,7,2,2,172,70,1
2020-05-30,0,34,68,24,0,8,596,131,0
2020-05-31,1,29,55,14,20,0,169,102,0
2020-06-01,2,48,103,6,2,5,307,76,0
2020-06-02,1,59,72,8,23,0,217,80,0
2020-06-03,2,21,65,4,5,3,402,136,9
2020-06-04,1,26,47,16,21,4,315,177,0
2020-06-05,6,31,62,9,28,5,192,150,0
2020-06-06,1,45,62,9,24,9,412,44,24
2020-06-07,0,17,75,4,12,0,120,39,18
2020-06-08,4,22,65,14,5,7,135,54,0
2020-06-09,0,28,69,14,12,3,413,127,29
2020-06-10,18,38,66,17,5,1,370,86,36
2020-06-11,13,90,72,29,63,8,533,31,45
2020-06-12,11,51,72,24,6,10,409,118,63
2020-06-13,15,81,96,11,21,25,618,17,29
2020-06-14,2,85,186,9,36,0,270,10,19
2020-06-15,15,64,155,11,12,11,317,8,21
2020-06-16,12,41,37,11,18,26,625,32,8
2020-06-17,5,44,126,20,17,26,359,134,71
2020-06-18,51,88,138,23,14,16,263,198,23
2020-06-19,11,83,123,16,15,15,551,147,16
2020-06-20,57,76,58,10,17,33,626,108,51
2020-06-21,48,235,191,19,4,7,334,32,6
2020-06-22,0,138,61,111,118,29,568,66,14
2020-06-23,81,48,163,76,14,24,375,106,9
2020-06-24,40,195,145,24,16,32,542,102,2
2020-06-25,48,212,50,22,12,62,571,33,6
2020-06-26,54,207,263,71,1,39,222,14,49
2020-06-27,54,194,183,2,14,82,678,41,5
2020-06-28,59,108,52,84,38,23,418,66,0
2020-06-29,7,85,33,21,23,59,338,34,1
2020-06-30,63,62,139,50,10,56,670,44,0
2020-07-01,59,212,104,63,15,57,376,54,68
2020-07-02,45,156,92,81,31,55,734,30,77
2020-07-03,41,237,253,52,8,66,567,62,4
2020-07-04,65,238,57,44,30,86,632,10,91
2020-07-05,50,333,53,44,3,55,562,0,126
2020-07-06,33,480,230,50,21,68,201,57,72
2020-07-07,68,191,63,97,19,30,445,103,20
2020-07-08,31,275,143,111,30,145,528,176,0
2020-07-09,63,225,134,55,13,70,485,84,0
2020-07-10,3,328,146,89,3,170,614,99,0
2020-07-11,133,662,99,66,11,48,600,17,0
2020-07-12,34,337,174,85,37,0,275,26,19
2020-07-13,0,421,127,75,24,32,360,24,0
2020-07-14,42,278,153,60,50,127,864,43,0
2020-07-15,48,260,276,53,31,83,547,53,0
2020-07-16,68,314,182,42,60,130,1073,69,0
2020-07-17,46,233,119,96,26,155,1245,14,12
2020-07-18,52,713,232,65,11,319,495,28,121
2020-07-19,17,733,129,34,75,136,270,24,26
2020-07-20,32,535,120,33,16,78,555,32,8
2020-07-21,25,431,168,102,0,22,578,39,1
2020-07-22,36,788,193,85,61,5,513,10,87
2020-07-23,38,534,160,75,17,6,256,20,11
2020-07-24,71,330,258,51,119,51,190,83,51
2020-07-25,19,1098,115,100,5,180,292,13,3
2020-07-26,8,409,124,99,46,225,234,1,2
2020-07-27,60,623,560,66,7,144,281,5,6
2020-07-28,27,215,206,37,15,193,431,20,2
2020-07-29,23,364,100,54,6,161,466,10,23
2020-07-30,18,613,172,160,6,231,440,51,9
2020-07-31,89,356,448,0,16,150,419,65,12
2020-08-01,43,474,388,500,34,116,329,111,9
2020-08-02,47,398,208,120,56,230,234,67,0
2020-08-03,58,876,189,48,51,125,324,19,3
2020-08-04,62,416,216,149,43,107,463,31,28
2020-08-05,76,909,182,70,77,80,322,28,36
2020-08-06,99,551,96,67,13,24,378,32,22
2020-08-07,126,906,83,12,32,17,229,31,32
2020-08-08,99,624,43,78,28,1,236,17,38
2020-08-09,51,501,151,21,40,0,133,12,35
2020-08-10,125,716,136,12,81,150,335,47,34
2020-08-11,141,586,123,43,291,163,207,85,54
2020-08-12,149,813,145,21,120,198,232,9,56
2020-08-13,169,424,84,13,256,195,185,24,38
2020-08-14,181,457,185,10,235,204,171,0,48
2020-08-15,146,520,87,18,194,56,114,3,58
2020-08-16,185,654,13,14,116,52,115,0,49
2020-08-17,177,276,52,14,138,104,95,14,9
2020-08-18,162,243,80,16,861,261,69,51,53
2020-08-19,107,805,72,68,268,305,282,71,53
2020-08-20,89,206,58,129,118,190,107,63,55
2020-08-21,78,465,68,79,98,277,144,82,79
2020-08-22,115,214,102,61,100,121,173,84,22
2020-08-23,102,343,53,53,35,34,87,13,2
2020-08-24,67,607,112,29,61,43,64,7,9
2020-08-25,81,214,61,18,112,84,179,80,22
2020-08-26,65,349,51,30,194,97,262,27,20
2020-08-27,72,353,93,52,114,148,136,53,14
2020-08-28,101,498,43,38,165,199,162,63,11
2020-08-29,73,329,86,51,55,231,94,19,7
2020-08-30,36,220,7,44,0,274,23,8,2
2020-08-31,87,101,73,9,67,120,152,18,3
2020-09-01,75,40,62,8,116,134,193,29,12
2020-09-02,65,85,84,16,105,117,154,32,3
2020-09-03,73,108,43,102,101,246,93,82,5
2020-09-04,63,214,30,43,178,124,122,18,7
2020-09-05,50,279,26,19,68,124,78,14,3
2020-09-06,60,164,9,28,108,122,27,7,3
2020-09-07,21,272,5,9,174,238,85,29,2
2020-09-08,78,107,42,14,172,147,117,25,2
2020-09-09,135,297,50,99,183,129,116,27,1
2020-09-10,71,232,45,51,189,107,125,40,0
2020-09-11,108,153,123,10,233,222,98,20,0
2020-09-12,108,132,176,21,89,242,38,4,0
2020-09-13,77,214,77,33,39,284,68,17,0
2020-09-14,64,323,50,29,93,195,60,14,0
2020-09-15,71,112,69,9,82,219,104,1,0
2020-09-16,79,73,33,25,50,242,68,14,2
2020-09-17,100,38,34,17,21,240,73,24,0
2020-09-18,87,33,50,22,113,280,36,10,1
2020-09-19,34,94,14,12,13,194,53,5,0
2020-09-20,41,34,2,22,16,65,25,1,0
2020-09-21,16,27,28,6,54,128,48,3,0
2020-09-22,73,37,7,10,54,212,50,23,1
2020-09-23,48,24,22,41,135,167,60,40,0
2020-09-24,62,45,37,44,63,318,38,20,1
2020-09-25,61,45,19,29,67,234,134,15,0
2020-09-26,46,52,22,0,82,127,36,5,0
2020-09-27,46,29,4,18,11,156,44,0,1
2020-09-28,23,17,30,14,40,160,37,0,1
2020-09-29,14,3,31,8,40,262,59,0,1
2020-09-30,31,29,17,12,70,466,37,7,1
2020-10-01,28,40,15,13,24,227,25,32,1
2020-10-02,25,40,18,18,67,218,101,16,0
2020-10-03,34,28,3,10,75,153,37,10,0
2020-10-04,24,14,12,13,55,138,43,0,0
2020-10-05,18,16,14,2,25,135,26,3,0
2020-10-06,14,0,33,11,56,177,69,0,1
2020-10-07,14,49,22,13,41,46,53,0,0
2020-10-08,59,22,7,10,35,78,47,5,0
2020-10-09,23,47,15,23,39,27,70,13,0
2020-10-10,15,30,4,13,30,94,33,18,0
2020-10-11,8,8,0,12,15,50,11,7,0
2020-10-12,20,2,11,8,19,32,27,2,0
2020-10-13,32,19,19,11,41,58,43,4,0
2020-10-14,19,12,3,8,34,49,92,0,2
2020-10-15,11,36,23,3,15,45,43,2,0
2020-10-16,32,27,17,5,23,76,46,17,0
2020-10-17,43,11,6,9,13,50,14,2,0
2020-10-18,20,9,0,8,3,0,21,0,0
2020-10-19,6,6,24,2,20,24,36,1,0
2020-10-20,19,9,15,4,19,35,36,8,2
2020-10-21,17,30,23,6,11,39,61,4,0
2020-10-22,20,11,13,13,19,73,64,4,0
2020-10-23,30,19,2,9,25,37,44,1,0
2020-10-24,31,29,4,5,21,50,24,3,0
2020-10-25,31,13,0,5,2,19,3,0,1
2020-10-26,15,2,12,1,20,18,31,0,0
2020-10-27,15,29,6,4,21,49,48,0,0
2020-10-28,34,29,13,8,10,51,51,1,0
2020-10-29,21,18,21,16,10,38,38,0,1
2020-10-30,16,46,11,8,6,37,22,0,1
2020-10-31,15,15,0,9,13,60,14,0,0
2020-11-01,14,18,0,7,0,13,24,0,0
2020-11-02,9,0,10,0,7,0,8,0,0
2020-11-03,5,5,1,0,12,16,23,6,1
2020-11-04,12,10,11,6,10,25,46,5,1
2020-11-05,6,38,12,4,8,26,40,5,0
2020-11-06,14,13,3,11,15,27,50,6,3
2020-11-07,4,14,7,2,6,36,12,0,3
2020-11-08,9,11,2,16,4,0,6,0,0
2020-11-09,2,2,4,4,7,23,41,3,0
2020-11-10,8,21,6,2,4,31,31,0,0
2020-11-11,4,6,9,6,20,26,37,3,1
2020-11-12,2,8,20,14,22,12,35,0,0
2020-11-13,9,59,18,1,22,15,51,1,4
2020-11-14,15,36,3,4,17,22,12,0,3
2020-11-15,8,19,4,8,0,0,26,0,0
2020-11-16,3,34,22,4,13,7,42,0,0
2020-11-17,6,15,6,2,2,19,45,6,1
2020-11-18,3,21,2,3,22,11,28,6,0
2020-11-19,10,62,10,6,43,17,37,1,1
2020-11-20,8,14,9,10,3,12,42,0,0
2020-11-21,10,6,8,2,5,17,20,0,0
2020-11-22,3,24,1,11,13,0,4,0,0
2020-11-23,4,1,10,0,1,10,30,0,0
2020-11-24,5,7,14,3,15,12,55,1,1
2020-11-25,6,16,16,4,23,12,44,7,1
2020-11-26,3,10,32,5,14,6,40,0,4
2020-11-27,13,19,16,8,12,3,31,1,1
2020-11-28,17,23,5,1,1,34,16,0,1
2020-11-29,3,5,0,10,4,0,8,0,0
2020-11-30,6,3,15,3,5,6,45,2,1
2020-12-01,2,7,13,6,2,9,62,0,1
2020-12-02,8,15,14,10,33,10,91,2,1
2020-12-03,7,45,13,14,12,12,88,1,0
2020-12-04,7,30,14,15,11,6,51,3,2
2020-12-05,5,32,4,10,28,18,62,2,6
2020-12-06,8,20,4,10,6,0,20,0,0
2020-12-07,3,3,16,2,14,4,55,0,0
2020-12-08,14,21,14,6,27,9,96,2,0
2020-12-09,7,15,15,9,17,6,141,1,3
2020-12-10,12,87,21,7,17,14,161,1,5
2020-12-11,16,66,17,4,4,12,186,0,7
2020-12-12,6,37,16,12,26,10,218,2,6
2020-12-13,8,48,1,5,9,2,46,0,1
2020-12-14,5,11,9,2,7,2,156,2,1
2020-12-15,10,64,10,11,4,18,250,2,2
2020-12-16,10,133,21,11,26,18,270,4,5
2020-12-17,13,132,10,16,12,12,240,4,12
2020-12-18,16,102,29,25,15,15,274,3,5
2020-12-19,33,117,21,18,18,23,380,2,9
2020-12-20,56,123,6,24,0,0,33,0,11
2020-12-21,7,46,58,6,5,12,227,0,1
2020-12-22,21,123,59,13,9,22,408,10,9
2020-12-23,43,325,61,30,11,30,476,18,11
2020-12-24,70,334,66,22,20,52,474,8,11
2020-12-25,83,171,13,14,33,0,136,0,19
2020-12-26,18,197,87,6,20,25,403,0,3
2020-12-27,22,213,35,9,0,1,206,0,8
2020-12-28,34,100,62,6,7,12,483,45,2
2020-12-29,58,279,179,17,23,49,651,18,19
2020-12-30,106,339,122,57,27,40,669,95,30
2020-12-31,164,353,199,36,44,36,875,28,17
2021-01-01,73,396,48,60,12,39,183,16,34
2021-01-02,74,386,92,11,1,63,426,0,17
2021-01-03,44,111,95,14,11,0,307,0,24
2021-01-04,98,110,168,12,35,33,495,49,10
2021-01-05,60,292,202,24,33,35,871,63,17
2021-01-06,139,287,232,77,66,62,689,112,49
2021-01-07,102,630,206,39,48,109,638,81,57
2021-01-08,164,668,322,58,19,43,783,134,72
2021-01-09,143,434,152,76,44,100,609,69,17
2021-01-10,83,443,108,65,28,0,327,26,18
2021-01-11,129,271,219,25,56,23,551,86,32
2021-01-12,88,244,173,132,29,69,588,117,33
2021-01-13,154,558,185,56,40,60,840,120,44
2021-01-14,165,529,187,107,126,80,816,164,24
2021-01-15,129,598,291,67,93,37,1045,264,49
2021-01-16,143,542,150,98,74,94,889,62,39
2021-01-17,152,535,83,100,117,16,425,48,27
2021-01-18,139,268,161,49,35,73,674,94,57
2021-01-19,134,322,327,81,39,105,1111,182,56
2021-01-20,117,513,225,186,196,64,1158,159,37
2021-01-21,151,626,231,79,112,64,1197,158,30
2021-01-22,164,284,139,161,119,165,696,125,11
2021-01-23,150,597,165,111,70,39,544,44,12
2021-01-24,114,340,54,57,49,9,384,31,10
2021-01-25,222,224,217,93,90,34,870,9,22
2021-01-26,243,555,196,171,46,120,947,93,19
2021-01-27,225,602,285,129,44,95,1213,256,17
2021-01-28,157,599,268,177,85,93,1139,113,21
2021-01-29,236,697,249,157,107,113,978,112,17
2021-01-30,124,611,144,152,74,54,790,52,4
2021-01-31,149,582,85,162,75,8,338,27,12
2021-02-01,68,430,153,41,49,60,617,28,18
2021-02-02,80,619,180,107,102,110,851,61,17
2021-02-03,107,561,208,119,126,74,738,48,40
2021-02-04,146,330,220,122,166,52,637,77,37
2021-02-05,113,365,140,167,107,73,616,60,35
2021-02-06,69,322,128,124,60,40,414,28,33
2021-02-07,104,350,4,105,108,4,117,14,33
2021-02-08,92,286,135,45,71,98,477,6,10
2021-02-09,91,291,151,81,88,105,685,38,14
2021-02-10,94,410,191,118,125,100,665,43,25
2021-02-11,98,306,134,53,0,91,639,23,8
2021-02-12,89,316,95,36,139,63,471,24,11
2021-02-13,81,209,119,59,69,61,311,27,2
2021-02-14,97,222,50,39,47,13,215,10,3
2021-02-15,73,107,59,26,23,16,108,0,0
2021-02-16,100,251,52,50,14,6,75,7,7
2021-02-17,39,142,169,27,7,83,309,6,7
2021-02-18,58,134,146,96,27,82,446,29,11
2021-02-19,81,252,110,44,73,108,452,20,12
2021-02-20,72,290,83,142,42,54,361,46,5
2021-02-21,60,145,49,31,41,2,180,5,8
2021-02-22,53,163,107,49,61,81,349,15,6
2021-02-23,59,197,152,51,55,102,546,37,5
2021-02-24,69,209,163,143,48,97,564,35,11
2021-02-25,48,237,90,71,63,94,461,27,12
2021-02-26,67,237,144,100,46,92,352,21,10
2021-02-27,61,171,64,48,21,50,220,20,1
2021-02-28,72,93,40,37,19,17,177,8,0
2021-03-01,34,75,76,61,43,83,355,25,5
2021-03-02,88,84,98,35,24,90,339,27,5
2021-03-03,57,119,109,46,28,111,342,19,3
2021-03-04,71,141,124,105,34,73,407,12,2
2021-03-05,50,255,77,74,52,113,298,10,8
2021-03-06,49,132,100,44,18,27,256,24,3
2021-03-07,28,141,18,18,32,12,60,9,5
2021-03-08,33,84,63,42,10,72,136,11,12
2021-03-09,25,136,83,52,33,98,411,39,8
2021-03-10,47,120,102,68,23,123,315,31,12
2021-03-11,44,127,88,28,25,91,308,38,29
2021-03-12,61,135,78,100,29,89,513,55,24
2021-03-13,33,140,42,34,29,17,338,42,5
2021-03-14,39,76,22,11,22,26,152,31,6
2021-03-15,30,54,58,38,35,73,344,22,16
2021-03-16,34,108,86,47,42,92,425,79,16
2021-03-17,31,135,107,41,23,83,446,169,33
2021-03-18,63,123,64,35,55,82,353,68,42
2021-03-19,54,56,77,43,59,84,368,84,42
2021-03-20,65,74,45,34,8,22,286,62,7
2021-03-21,27,47,33,7,12,12,49,21,15
2021-03-22,39,43,72,22,13,73,231,46,34
2021-03-23,33,90,68,36,29,76,406,116,25
2021-03-24,64,93,123,35,14,92,394,118,40
2021-03-25,31,78,77,27,18,68,332,92,51
2021-03-26,40,53,95,50,8,91,392,73,76
2021-03-27,16,40,87,25,4,29,256,106,28
2021-03-28,46,76,38,17,16,12,57,33,31
2021-03-29,34,68,75,27,7,90,279,119,20
2021-03-30,33,101,109,51,12,90,523,97,56
2021-03-31,34,85,156,26,9,101,398,118,65
2021-04-01,46,139,128,35,18,98,352,63,37
2021-04-02,34,133,37,25,9,15,236,96,35
2021-04-03,45,70,46,9,0,36,251,40,23
2021-04-04,22,36,24,7,29,5,275,48,21
2021-04-05,15,88,96,26,12,80,426,90,51
2021-04-06,26,54,95,32,22,104,553,127,59
2021-04-07,39,110,144,44,8,106,511,71,43
2021-04-08,26,216,122,21,43,105,559,99,50
2021-04-09,53,158,142,73,23,109,740,98,46
2021-04-10,29,330,82,27,31,26,302,82,12
2021-04-11,27,189,29,14,4,12,154,78,18
2021-04-12,21,50,132,23,22,105,493,98,45
2021-04-13,37,127,141,47,28,92,447,147,33
2021-04-14,35,152,161,50,34,130,421,91,34
2021-04-15,42,154,154,57,12,7,280,76,41
2021-04-16,50,218,187,29,18,106,525,52,61
2021-04-17,38,280,98,39,1,56,611,33,29
2021-04-18,27,131,83,48,3,21,140,54,14
2021-04-19,65,82,178,36,40,139,611,112,33
2021-04-20,44,119,233,57,35,104,581,104,36
2021-04-21,55,124,274,59,30,101,664,53,26
2021-04-22,52,139,244,78,18,89,608,88,14
2021-04-23,46,350,246,65,19,131,541,65,38
2021-04-24,51,355,182,41,19,52,467,95,31
2021-04-25,46,146,105,32,9,6,104,12,14
2021-04-26,34,43,184,64,17,124,551,76,26
2021-04-27,48,136,325,74,24,124,620,98,31
2021-04-28,55,230,317,76,22,111,683,51,28
2021-04-29,61,381,379,85,69,115,661,129,21
2021-04-30,68,238,321,104,22,117,889,70,33
2021-05-01,61,242,212,55,21,31,216,87,8
2021-05-02,68,301,126,69,22,27,393,21,7
2021-05-03,43,236,354,29,23,144,546,26,22
2021-05-04,72,146,392,90,37,170,523,121,37
2021-05-05,105,250,440,134,52,130,533,170,21
2021-05-06,129,183,546,131,19,107,602,54,12
2021-05-07,138,211,515,130,36,125,726,62,20
2021-05-08,71,206,335,119,54,37,462,97,13
2021-05-09,105,293,202,108,28,23,275,27,2
2021-05-10,39,126,436,39,25,133,670,112,19
2021-05-11,115,177,727,166,29,183,848,102,22
2021-05-12,133,238,599,195,42,146,839,86,12
2021-05-13,97,237,685,180,67,148,813,117,12
2021-05-14,122,438,719,174,58,172,700,113,13
2021-05-15,132,362,376,196,47,55,553,56,6
2021-05-16,79,225,145,128,51,23,383,13,4
2021-05-17,76,285,641,39,40,202,798,150,26
2021-05-18,128,230,713,227,66,226,956,54,17
2021-05-19,166,324,773,218,81,210,913,52,29
2021-05-20,116,254,758,311,48,176,1125,51,19
2021-05-21,181,358,863,238,94,175,1033,41,22
2021-05-22,154,353,442,253,71,111,672,54,7
2021-05-23,104,303,428,161,44,36,376,13,1
2021-05-24,128,303,769,115,41,277,820,36,28
2021-05-25,94,264,952,151,170,275,1092,156,25
2021-05-26,109,346,922,301,95,238,993,197,12
2021-05-27,139,463,826,232,136,188,891,136,7
2021-05-28,170,391,752,291,65,210,1026,76,9
2021-05-29,114,532,423,166,103,76,645,82,3
2021-05-30,142,408,513,106,166,46,296,77,6
2021-05-31,259,316,915,177,74,185,758,97,24
2021-06-01,132,563,1025,137,143,212,1102,89,36
2021-06-02,226,449,894,188,99,193,1165,83,13
2021-06-03,154,596,481,229,111,94,675,81,8
2021-06-04,170,419,750,152,75,162,1067,179,26
2021-06-05,177,484,466,115,48,134,781,68,4
2021-06-06,96,544,332,118,98,31,182,20,7
2021-06-07,228,382,749,126,104,206,916,83,38
2021-06-08,216,370,779,149,160,239,981,71,16
2021-06-09,228,787,888,171,135,223,1251,111,45
2021-06-10,248,626,770,164,141,169,1013,72,30
2021-06-11,189,663,744,209,182,180,935,113,29
2021-06-12,136,709,379,75,106,77,495,56,23
2021-06-13,180,554,322,84,44,33,350,25,15
2021-06-14,180,345,505,99,97,161,673,44,48
2021-06-15,227,337,705,116,94,182,838,44,28
2021-06-16,235,718,477,100,196,188,805,97,20
2021-06-17,231,508,648,113,132,149,832,38,31
2021-06-18,206,373,478,90,122,123,655,52,19
2021-06-19,167,604,272,63,97,49,364,28,4
2021-06-20,139,294,337,40,99,22,121,19,15
2021-06-21,113,213,188,34,47,24,115,17,13
2021-06-22,153,124,390,68,74,148,658,35,17
2021-06-23,154,419,469,79,166,148,738,84,13
2021-06-24,147,457,481,119,107,132,900,60,27
2021-06-25,214,359,407,89,134,116,764,78,21
2021-06-26,116,284,396,67,116,63,587,23,1
2021-06-27,120,136,268,66,39,14,260,11,8
2021-06-28,169,232,353,59,78,130,556,41,15
2021-06-29,176,507,445,42,150,129,557,40,9
2021-06-30,205,389,405,87,103,109,666,24,13
2021-07-01,137,270,373,71,92,103,558,47,11
2021-07-02,148,280,294,68,123,123,524,31,7
2021-07-03,111,491,167,25,40,42,311,19,0
2021-07-04,120,280,90,17,77,26,247,14,7
2021-07-05,124,231,272,30,39,150,528,4,16
2021-07-06,122,612,292,42,68,140,558,8,9
2021-07-07,168,239,287,28,122,116,490,11,13
2021-07-08,133,305,213,49,112,128,568,24,5
2021-07-09,151,213,228,71,70,120,572,20,7
2021-07-10,127,147,118,50,84,46,336,9,2
2021-07-11,74,119,92,28,43,24,258,7,1
2021-07-12,124,46,211,107,44,124,513,11,15
2021-07-13,173,140,201,49,83,165,536,22,10
2021-07-14,176,158,239,28,94,145,496,54,7
2021-07-15,189,188,242,33,54,114,524,14,9
2021-07-16,117,224,276,33,77,114,378,18,2
2021-07-17,141,190,169,27,51,53,241,22,2
2021-07-18,85,48,68,46,31,16,136,9,1
2021-07-19,147,37,198,8,30,148,396,5,2
2021-07-20,148,127,226,20,58,111,341,20,1
2021-07-21,122,188,278,35,63,105,360,19,4
2021-07-22,134,235,170,31,66,86,233,12,0
2021-07-23,139,208,155,33,71,80,331,6,2
2021-07-24,88,156,92,33,41,24,192,4,2
2021-07-25,90,139,51,22,9,17,119,1,0
2021-07-26,114,54,128,9,34,98,307,10,5
2021-07-27,84,123,171,10,70,83,281,19,1
2021-07-28,133,161,148,29,48,73,302,2,9
2021-07-29,76,239,218,35,54,89,298,16,4
2021-07-30,87,168,171,26,38,66,292,6,1
2021-07-31,58,183,81,22,55,41,248,3,2
2021-08-01,42,128,39,29,35,17,98,5,0
2021-08-02,57,39,136,3,31,96,267,7,3
2021-08-03,68,132,151,31,35,95,206,8,1
2021-08-04,61,111,191,24,74,69,285,15,2
2021-08-05,76,175,106,20,25,68,222,5,1
2021-08-06,95,119,80,23,56,17,69,8,0
2021-08-07,73,62,64,8,11,25,182,9,0
2021-08-08,96,63,56,6,16,14,110,6,0
2021-08-09,52,26,153,7,25,93,244,8,0
2021-08-10,44,82,171,27,42,115,300,5,2
2021-08-11,55,147,138,23,71,78,239,18,1
2021-08-12,61,179,117,15,35,53,242,12,3
2021-08-13,56,101,121,19,60,50,265,8,5
2021-08-14,45,167,53,33,23,55,118,6,0
2021-08-15,60,86,34,21,13,6,76,1,0
2021-08-16,52,41,123,6,41,110,207,13,4
2021-08-17,30,113,121,31,90,70,234,8,9
2021-08-18,65,135,122,13,50,97,221,10,2
2021-08-19,69,168,96,23,32,88,246,14,2
2021-08-20,57,143,107,32,29,91,272,7,4
2021-08-21,30,128,53,19,62,33,138,5,0
2021-08-22,31,75,34,14,16,7,62,9,1
2021-08-23,45,38,94,0,39,89,176,2,5
2021-08-24,45,64,114,16,41,76,227,5,2
2021-08-25,68,130,134,27,38,71,202,9,3
2021-08-26,42,145,73,25,27,82,130,3,3
2021-08-27,45,124,92,20,29,56,148,0,0
2021-08-28,31,117,46,26,30,33,71,0,1
2021-08-29,24,107,27,13,28,4,51,0,0
2021-08-30,27,38,69,2,34,71,166,3,1
2021-08-31,31,76,64,19,30,77,111,4,0
2021-09-01,37,106,55,27,27,70,131,7,1
2021-09-02,45,101,74,23,19,50,104,3,0
2021-09-03,31,128,80,37,29,55,89,8,4
2021-09-04,20,98,18,24,24,37,61,7,0
2021-09-05,21,52,21,32,9,10,22,4,0
2021-09-06,43,19,72,7,17,69,108,6,2
2021-09-07,35,55,65,14,48,55,118,10,3
2021-09-08,26,95,57,35,30,43,109,1,0
2021-09-09,24,78,73,15,31,48,99,11,0
2021-09-10,41,84,40,16,31,36,121,2,0
2021-09-11,14,97,19,10,16,15,58,1,0
2021-09-12,12,49,17,10,14,8,31,0,0
2021-09-13,21,13,45,3,29,38,86,2,0
2021-09-14,25,75,30,16,26,38,109,21,0
2021-09-15,36,132,57,18,29,49,96,2,1
2021-09-16,37,74,56,11,18,19,106,1,0
2021-09-17,26,66,40,13,30,28,142,1,0
